Price_x,Open_x,High_x,Low_x,Vol._x,Change %_x,dt,sentiment_balance,unique_social_volume_1h,miners_to_exchanges_flow,whale_transaction_count_more_than_100k_usd_5min,whale_transaction_count_more_than_1m_usd_5min,Price_y,Open_y,High_y,Low_y,Vol._y,Change %_y,5_day_ma,10_day_ma,20_day_ma,5_day_mv,10_day_mv,20_day_mv,Sell_Price
10620.5,10776.6,10913.7,10462.7,95330.0,-1.44,,,,,,,,,,,,,,,,,,,
10572.3,10619.6,10662.9,10387.6,77940.0,-0.45,2020-10-02,6.853748321533203,73.0,,246.0,12.0,10572.3,10619.6,10662.9,10387.6,77940.0,-0.45,10636.3,10850.01,11252.39,51274.0,56324.0,67001.5,
10544.2,10572.2,10597.8,10501.2,29100.0,-0.27,,,,,,,,,,,,,,,,,,,
10672.9,10544.4,10693.3,10520.8,31400.0,1.22,,,,,,,,,,,,,,,,,,,
10789.5,10672.5,10789.6,10623.4,48860.0,1.09,,,,,,,,,,,,,,,,,,,
10602.6,10790.2,10800.3,10530.8,69070.0,-1.73,,,,,,,,,,,,,,,,,,,
10670.9,10601.0,10680.1,10553.3,49270.0,0.64,,,,,,,,,,,,,,,,,,,
10924.1,10670.7,10948.6,10549.6,79780.0,2.37,2020-10-08,4.341233193874359,67.0,,443.0,35.0,10924.1,10670.7,10948.6,10549.6,79780.0,2.37,11236.320000000002,11321.29,11998.645,68324.0,63753.0,77534.0,
11054.2,10923.5,11103.0,10836.9,70950.0,1.19,,,,,,,,,,,,,,,,,,,
11298.4,11053.5,11475.0,11053.1,65810.0,2.21,,,,,,,,,,,,,,,,,,,
11371.0,11295.6,11439.4,11277.6,41060.0,0.64,,,,,,,,,,,,,,,,,,,
11533.9,11370.8,11715.9,11227.4,84020.0,1.43,,,,,,,,,,,,,,,,,,,
11423.8,11533.5,11558.0,11315.9,64670.0,-0.95,,,,,,,,,,,,,,,,,,,
11420.4,11424.4,11541.0,11293.5,59120.0,-0.03,,,,,,,,,,,,,,,,,,,
11503.0,11421.4,11590.9,11276.7,70840.0,0.72,,,,,,,,,,,,,,,,,,,
11322.0,11503.2,11542.2,11224.6,71420.0,-1.57,,,,,,,,,,,,,,,,,,,
11362.1,11321.8,11402.7,11274.4,29860.0,0.35,,,,,,,,,,,,,,,,,,,
11506.9,11362.1,11506.9,11349.8,31510.0,1.27,,,,,,,,,,,,,,,,,,,
11753.4,11507.1,11823.3,11413.9,73040.0,2.14,,,,,,,,,,,,,,,,,,,11753.4
11913.5,11753.9,12029.4,11685.7,94590.0,1.36,,,,,,,,,,,,,,,,,,,
12808.7,11913.6,13213.5,11894.6,197720.0,7.51,2020-10-21,11.861618101596832,70.0,,332.0,43.0,12808.7,11913.6,13213.5,11894.6,197720.0,7.51,12973.36,13188.22,13898.505,99180.0,107819.0,120688.0,12808.7
12974.6,12805.5,13183.9,12698.2,113310.0,1.3,,,,,,,,,,,,,,,,,,,
12934.1,12972.7,13025.5,12738.9,73940.0,-0.31,,,,,,,,,,,,,,,,,,,
13117.2,12933.6,13161.5,12876.4,51200.0,1.42,,,,,,,,,,,,,,,,,,,
13032.2,13117.0,13345.3,12900.4,59730.0,-0.65,,,,,,,,,,,,,,,,,,,
13061.6,13033.0,13229.7,12792.4,89470.0,0.23,,,,,,,,,,,,,,,,,,,
13657.8,13061.5,13782.3,13050.3,128639.99999999999,4.56,2020-10-27,19.99004304409027,65.0,,409.0,27.0,13657.8,13061.5,13782.3,13050.3,128640.0,4.56,13550.22,13882.45,14784.2,119114.0,122150.0,123109.0,
13278.9,13658.3,13851.7,12907.6,144180.0,-2.77,2020-10-28,20.94838792085648,128.0,,397.0,49.0,13278.9,13658.3,13851.7,12907.6,144180.0,-2.77,13570.54,14074.46,14937.1,103728.0,127899.0,122581.5,
13457.2,13278.3,13640.0,12982.9,111230.0,1.34,,,,,,,,,,,,,,,,,,,
13559.9,13457.0,13667.9,13134.5,108770.0,0.76,,,,,,,,,,,,,,,,,,,
13797.3,13560.2,14065.4,13441.7,102750.0,1.75,,,,,,,,,,,,,,,,,,,
13759.4,13795.5,13889.5,13628.7,51710.0,-0.27,,,,,,,,,,,,,,,,,,,
13561.4,13759.7,13828.4,13214.2,97760.0,-1.44,,,,,,,,,,,,,,,,,,,
14019.9,13560.5,14054.0,13294.6,108170.0,3.38,,,,,,,,,,,,,,,,,,,
14145.6,14023.0,14238.8,13544.4,140800.0,0.9,,,,,,,,,,,,,,,,,,,14145.6
15587.1,14145.6,15739.9,14099.7,227490.0,10.19,,,,,,,,,,,,,,,,,,,15587.1
15577.9,15593.9,15955.2,15223.5,186130.0,-0.06,,,,,,,,,,,,,,,,,,,
14828.4,15578.2,15754.4,14385.1,160730.0,-4.81,2020-11-07,16.858563721179962,90.0,4.29727742,480.0,62.0,14828.4,15578.2,15754.4,14385.1,160730.0,-4.81,15327.74,15799.740000000002,17021.515,126638.0,117264.0,142465.0,
15483.7,14826.6,15648.3,14720.7,94990.0,4.42,,,,,,,,,,,,,,,,,,,
15327.2,15483.3,15819.6,14816.9,165040.0,-1.01,2020-11-09,0.3724579215049743,78.0,34.88575081999999,380.0,50.0,15327.2,15483.3,15819.6,14816.9,165040.0,-1.01,15789.1,16312.22,17248.8,131352.0,132622.0,141379.0,
15303.6,15328.0,15465.3,15096.5,93360.0,-0.15,,,,,,,,,,,,,,,,,,,
15695.8,15303.1,15953.9,15281.0,119070.0,2.56,,,,,,,,,,,,,,,,,,,
16294.7,15695.8,16342.7,15483.5,165540.0,3.82,2020-11-12,8.40611320734024,105.0,37.28568069999943,358.0,45.0,16294.7,15695.8,16342.7,15483.5,165540.0,3.82,16271.74,17196.15,17765.185,107890.0,132802.0,146177.0,
16324.2,16293.0,16474.1,15973.4,113750.0,0.18,,,,,,,,,,,,,,,,,,,16324.2
16071.0,16323.1,16328.2,15717.7,83640.0,-1.55,,,,,,,,,,,,,,,,,,,
15953.0,16074.7,16158.1,15782.3,58430.0,-0.73,,,,,,,,,,,,,,,,,,,
16715.8,15954.1,16880.7,15870.7,118090.0,4.78,,,,,,,,,,,,,,,,,,,
17662.3,16715.8,17845.4,16562.0,175870.0,5.66,,,,,,,,,,,,,,,,,,,17662.3
17774.6,17662.3,18466.1,17258.9,233430.0,0.64,,,,,,,,,,,,,,,,,,,
17803.5,17775.1,18166.0,17380.1,135940.0,0.16,,,,,,,,,,,,,,,,,,,
18675.2,17805.5,18811.0,17758.4,134420.0,4.9,,,,,,,,,,,,,,,,,,,18675.2
18687.2,18673.8,18966.0,18397.5,108910.0,0.06,,,,,,,,,,,,,,,,,,,
18412.9,18689.3,18751.5,17644.6,121760.0,-1.47,,,,,,,,,,,,,,,,,,,
18379.6,18428.1,18756.8,18016.0,127350.0,-0.18,,,,,,,,,,,,,,,,,,,
19152.6,18394.6,19416.6,18074.8,180790.0,4.21,,,,,,,,,,,,,,,,,,,
18723.0,19151.5,19486.7,18527.7,146120.0,-2.24,,,,,,,,,,,,,,,,,,,
17162.0,18721.9,18894.9,16235.2,312070.0,-8.34,2020-11-26,34.32947063446045,194.0,0.0,450.0,46.0,17162.0,18721.9,18894.9,16235.2,312070.0,-8.34,17980.68,18513.08,18675.96,162156.0,138146.0,112264.5,
17127.1,17160.9,17450.3,16481.6,138800.0,-0.2,,,,,,,,,,,,,,,,,,,
17730.7,17142.6,17874.4,16874.4,95200.0,3.52,,,,,,,,,,,,,,,,,,,
18185.5,17729.7,18336.3,17530.4,79120.0,2.57,,,,,,,,,,,,,,,,,,,
19698.1,18186.0,19831.2,18186.0,185590.0,8.32,,,,,,,,,,,,,,,,,,,19698.1
18770.7,19697.8,19897.4,18257.0,208720.0,-4.71,,,,,,,,,,,,,,,,,,,
19218.8,18767.9,19335.5,18346.7,91920.0,2.39,,,,,,,,,,,,,,,,,,,
19433.3,19219.8,19596.6,18883.7,99970.0,1.12,,,,,,,,,,,,,,,,,,,
18658.1,19431.1,19529.5,18610.8,110630.0,-3.99,,,,,,,,,,,,,,,,,,,
19146.5,18657.5,19172.7,18507.1,59440.0,2.62,,,,,,,,,,,,,,,,,,,
19379.9,19146.0,19417.1,18873.0,54560.0,1.22,,,,,,,,,,,,,,,,,,,
19170.7,19368.4,19424.6,18908.8,61980.0,-1.08,,,,,,,,,,,,,,,,,,,
18326.6,19170.8,19288.6,18229.2,101410.0,-4.4,,,,,,,,,,,,,,,,,,,
18546.0,18322.4,18637.9,17658.8,129720.0,1.2,,,,,,,,,,,,,,,,,,,
18247.2,18546.1,18551.8,17926.8,85310.0,-1.61,,,,,,,,,,,,,,,,,,,
18023.6,18250.5,18288.3,17600.1,111530.0,-1.23,,,,,,,,,,,,,,,,,,,
18808.9,18026.7,18936.2,18025.1,71370.0,4.36,,,,,,,,,,,,,,,,,,,
19176.8,18808.1,19403.6,18716.8,82450.0,1.96,,,,,,,,,,,,,,,,,,,
19273.8,19176.4,19346.5,19007.0,67110.0,0.51,,,,,,,,,,,,,,,,,,,
19434.9,19273.9,19556.3,19076.2,98390.0,0.84,,,,,,,,,,,,,,,,,,,
21352.2,19434.7,21525.3,19299.7,199810.0,9.87,2020-12-16,21.54246860742569,85.0,,489.0,33.0,21352.2,19434.7,21525.3,19299.7,199810.0,9.87,22924.88,23286.01,26218.120000000003,178064.0,146122.0,157176.5,
22825.4,21352.3,23738.0,21243.1,310740.0,6.9,,,,,,,,,,,,,,,,,,,
23127.9,22823.3,23272.8,22361.5,131800.0,1.33,,,,,,,,,,,,,,,,,,,
23844.0,23127.6,24107.1,22797.0,133880.0,3.1,,,,,,,,,,,,,,,,,,,23844.0
23474.9,23843.6,24280.9,23098.9,114090.0,-1.55,,,,,,,,,,,,,,,,,,,
22728.5,23474.1,24101.9,22015.5,154690.0,-3.18,,,,,,,,,,,,,,,,,,,
23823.2,22730.4,23825.4,22388.6,130750.0,4.82,,,,,,,,,,,,,,,,,,,
23257.9,23820.8,24063.7,22694.7,178470.0,-2.37,2020-12-23,41.68772006034851,182.0,,534.0,51.0,23257.9,23820.8,24063.7,22694.7,178470.0,-2.37,24879.94,26601.15,31395.945,134492.0,131642.0,174679.5,
23736.5,23253.2,23783.7,22737.3,104590.0,2.06,,,,,,,,,,,,,,,,,,,
24689.6,23728.7,24778.9,23445.3,2400.0,4.02,,,,,,,,,,,,,,,,,,,
26454.4,24714.7,26826.0,24515.1,155770.0,7.15,,,,,,,,,,,,,,,,,,,26454.4
26261.3,26460.3,28360.3,25858.2,231230.0,-0.73,2020-12-27,29.67990666627884,219.0,,672.0,95.0,26261.3,26460.3,28360.3,25858.2,231230.0,-0.73,27702.640000000003,29903.94,33863.015,154858.0,172867.0,189752.0,
27057.8,26259.2,27444.9,26144.3,126980.0,3.03,,,,,,,,,,,,,,,,,,,
27376.0,27065.3,27390.7,25902.8,119570.0,1.18,,,,,,,,,,,,,,,,,,,
28868.7,27374.5,28979.3,27374.5,159820.0,5.45,,,,,,,,,,,,,,,,,,,
28949.4,28866.8,29298.8,28025.0,136690.0,0.28,,,,,,,,,,,,,,,,,,,28949.4
29359.9,28951.7,29627.1,28712.4,100900.0,1.42,,,,,,,,,,,,,,,,,,,
32193.3,29359.7,33233.5,29008.0,240870.0,9.65,,,,,,,,,,,,,,,,,,,
32958.9,32192.9,34755.9,32029.6,155210.0,2.38,,,,,,,,,,,,,,,,,,,
32022.6,33016.6,33587.5,28204.5,255270.0,-2.84,,,,,,,,,,,,,,,,,,,
33991.5,32015.4,34414.7,30010.5,202130.0,6.15,,,,,,,,,,,,,,,,,,,
36793.2,33999.3,36934.8,33408.3,227560.0,8.24,,,,,,,,,,,,,,,,,,,
39460.2,36798.5,40340.9,36361.2,249600.0,7.25,,,,,,,,,,,,,,,,,,,
40599.3,39466.4,41921.7,36613.4,251290.0,2.89,,,,,,,,,,,,,,,,,,,
40151.9,40607.2,41363.5,38775.1,128419.99999999999,-1.1,,,,,,,,,,,,,,,,,,,
38192.2,40149.7,41362.4,35141.6,215780.0,-4.88,,,,,,,,,,,,,,,,,,,
35544.3,38195.3,38217.2,30411.6,251040.0,-6.93,,,,,,,,,,,,,,,,,,,
34076.1,35426.0,36598.7,32572.7,241930.0,-4.13,,,,,,,,,,,,,,,,,,,
37382.2,34061.2,37764.6,32451.9,209930.0,9.7,,,,,,,,,,,,,,,,,,,
39175.7,37383.4,40054.3,36772.1,172400.0,4.8,,,,,,,,,,,,,,,,,,,
36845.8,39175.7,39715.0,34488.7,118420.0,-5.95,,,,,,,,,,,,,,,,,,,
36019.5,36751.8,37931.7,35408.4,137020.0,-2.24,,,,,,,,,,,,,,,,,,,
35839.6,36020.1,36801.3,33883.5,126820.0,-0.5,,,,,,,,,,,,,,,,,,,
36613.2,35838.2,37436.8,34801.0,111520.0,2.16,,,,,,,,,,,,,,,,,,,
36002.9,36630.6,37821.0,36001.4,79110.0,-1.67,,,,,,,,,,,,,,,,,,,
35476.3,35862.1,36384.4,33444.5,153610.0,-1.46,,,,,,,,,,,,,,,,,,,
30842.1,35472.3,35591.1,30101.8,253270.0,-13.06,,,,,,,,,,,,,,,,,,,
33000.5,30838.7,33821.2,28871.2,243090.0,7.0,,,,,,,,,,,,,,,,,,,
32088.9,32994.1,33441.4,31418.2,100700.0,-2.76,,,,,,,,,,,,,,,,,,,
32241.3,32088.5,33034.8,30982.9,88210.0,0.47,,,,,,,,,,,,,,,,,,,
32252.3,32244.3,34854.3,31967.4,142430.0,0.03,,,,,,,,,,,,,,,,,,,
32502.1,32244.1,32917.7,30850.0,139840.0,0.77,,,,,,,,,,,,,,,,,,,
30404.0,32499.6,32545.4,29290.4,194350.0,-6.46,2021-01-27,29.582643687725067,192.0,46.815453300000016,548.0,83.0,30404.0,32499.6,32545.4,29290.4,194350.0,-6.46,33094.36,34739.92,40117.990000000005,177992.0,152020.0,149718.0,
33374.8,30408.9,33790.8,29911.9,167390.0,9.77,2021-01-28,26.73054128885269,184.0,14.993357719999995,465.0,90.0,33374.8,30408.9,33790.8,29911.9,167390.0,9.77,33716.7,35625.18,41056.275,164386.0,148187.0,147069.0,
34301.8,33381.7,38546.0,31953.3,297730.0,2.78,2021-01-29,58.128271877765656,280.0,340.8900396299999,1062.0,201.0,34301.8,33381.7,38546.0,31953.3,297730.0,2.78,34138.78,36172.990000000005,41991.495,155078.0,143985.0,145701.0,34301.8
34283.1,34300.0,34920.9,32908.5,128570.0,-0.05,,,,,,,,,,,,,,,,,,,
33108.1,34281.6,34348.3,32189.9,101920.0,-3.43,,,,,,,,,,,,,,,,,,,
33515.7,33106.8,34685.6,32324.9,126320.0,1.23,,,,,,,,,,,,,,,,,,,
35485.2,33514.0,35976.1,33462.4,120850.0,5.88,,,,,,,,,,,,,,,,,,,
37646.8,35486.9,37646.8,35401.5,131030.0,6.09,,,,,,,,,,,,,,,,,,,37646.8
36982.1,37648.9,38707.9,36380.8,151440.0,-1.77,,,,,,,,,,,,,,,,,,,
38297.6,36976.4,38303.6,36640.0,100600.0,3.56,,,,,,,,,,,,,,,,,,,38297.6
39256.6,38300.6,40939.7,38275.3,156020.0,2.5,,,,,,,,,,,,,,,,,,,
38852.9,39228.9,39691.7,37381.6,125370.0,-1.03,,,,,,,,,,,,,,,,,,,
46395.7,38853.6,46596.4,38057.0,248470.0,19.41,,,,,,,,,,,,,,,,,,,
46508.6,46396.4,48143.5,45104.7,193870.0,0.24,2021-02-09,159.52855390310287,513.0,,2132.0,464.0,46508.6,46396.4,48143.5,45104.7,193870.0,0.24,46775.14,48328.65,49492.295,142924.0,132005.0,144741.0,
44836.0,46507.8,47295.3,43800.5,151830.0,-3.6,2021-02-10,58.39291208982468,224.0,,1011.0,209.0,44836.0,46507.8,47295.3,43800.5,151830.0,-3.6,47202.1,49268.45,49646.64,125450.0,126561.0,141923.5,
47990.7,44834.8,48622.1,44041.1,145770.0,7.04,2021-02-11,24.01383227109909,211.0,,1012.0,269.0,47990.7,44834.8,48622.1,44041.1,145770.0,7.04,47822.16,50377.22,49826.05,119720.0,124163.0,139437.0,
47371.7,47995.0,48927.4,46218.6,133730.0,-1.29,,,,,,,,,,,,,,,,,,,
47168.7,47373.1,48097.3,46270.5,89420.0,-0.43,,,,,,,,,,,,,,,,,,,
48643.4,47172.1,49695.1,47051.9,106500.0,3.13,,,,,,,,,,,,,,,,,,,
47936.3,48611.1,48936.5,45786.1,123180.0,-1.45,,,,,,,,,,,,,,,,,,,
49169.7,47934.2,50515.8,47044.4,141370.0,2.57,,,,,,,,,,,,,,,,,,,
52079.2,49161.3,52577.7,49018.1,140030.0,5.92,,,,,,,,,,,,,,,,,,,52079.2
51582.2,52094.5,52524.0,50941.6,94350.0,-0.95,,,,,,,,,,,,,,,,,,,
55906.6,51590.1,56238.5,50816.8,139430.0,8.38,,,,,,,,,,,,,,,,,,,55906.6
55923.7,55922.0,57523.8,54124.1,127850.0,0.03,,,,,,,,,,,,,,,,,,,
57433.8,55907.6,58335.1,55502.7,87260.0,2.7,,,,,,,,,,,,,,,,,,,
54111.8,57437.6,57480.8,48353.8,244950.0,-5.78,,,,,,,,,,,,,,,,,,,
48911.2,54114.1,54115.0,45093.8,315070.0,-9.61,,,,,,,,,,,,,,,,,,,
49697.5,48911.1,51311.8,47031.7,153750.0,1.61,,,,,,,,,,,,,,,,,,,
46928.5,49695.9,52013.8,46773.7,83220.0,-5.57,,,,,,,,,,,,,,,,,,,
46345.6,46928.5,48413.9,44248.2,189410.0,-1.24,2021-02-26,42.483193933963776,255.0,,1280.0,272.0,46345.6,46928.5,48413.9,44248.2,189410.0,-1.24,47133.2,48311.95,52656.475,132572.0,98056.0,106486.0,
46136.7,46333.1,48335.1,45059.4,98750.0,-0.45,,,,,,,,,,,,,,,,,,,
45164.0,46136.0,46582.0,43100.6,135080.0,-2.11,,,,,,,,,,,,,,,,,,,
49595.5,45160.5,49774.0,45008.8,137520.0,9.81,,,,,,,,,,,,,,,,,,,
48424.2,49595.6,50191.9,47100.6,102100.0,-2.36,2021-03-02,50.60972142219544,253.0,,656.0,170.0,48424.2,49595.6,50191.9,47100.6,102100.0,-2.36,48979.08,51671.91,54855.44499999999,67378.0,87259.0,95043.0,
50395.1,48422.2,52567.9,48159.2,44930.0,4.07,,,,,,,,,,,,,,,,,,,
48428.0,50388.0,51757.7,47521.8,9560.0,-3.9,,,,,,,,,,,,,,,,,,,
48792.5,48363.6,49429.4,46370.1,113640.0,0.75,,,,,,,,,,,,,,,,,,,
48855.6,48798.7,49191.8,47132.8,66660.0,0.13,,,,,,,,,,,,,,,,,,,
50982.3,48899.0,51434.1,48890.6,82910.0,4.35,,,,,,,,,,,,,,,,,,,50982.3
52311.0,50988.9,52384.9,49338.1,68140.0,2.61,,,,,,,,,,,,,,,,,,,
54879.0,52352.4,54880.6,51941.3,114060.0,4.91,,,,,,,,,,,,,,,,,,,54879.0
55851.9,54882.7,57328.7,53073.6,140960.0,1.77,,,,,,,,,,,,,,,,,,,
57799.5,55851.2,58135.0,54351.8,129630.0,3.49,,,,,,,,,,,,,,,,,,,
57265.1,57806.2,58052.3,55134.5,116960.0,-0.92,,,,,,,,,,,,,,,,,,,
61195.3,57267.4,61795.8,56118.8,134640.0,6.86,,,,,,,,,,,,,,,,,,,
59113.7,61192.7,61673.7,59113.7,80290.0,-3.4,,,,,,,,,,,,,,,,,,,
55791.3,59117.4,60565.9,55088.8,117710.0,-5.62,,,,,,,,,,,,,,,,,,,
56889.7,55619.5,56889.7,53342.6,128509.99999999999,1.97,,,,,,,,,,,,,,,,,,,
58913.5,56892.9,58933.2,54253.2,118260.0,3.56,,,,,,,,,,,,,,,,,,,
57656.0,58911.8,60088.0,57099.6,102620.0,-2.13,,,,,,,,,,,,,,,,,,,
58088.0,57645.0,59448.3,56305.1,83980.0,0.75,,,,,,,,,,,,,,,,,,,
58093.4,58084.1,59882.1,57863.0,67830.0,0.01,,,,,,,,,,,,,,,,,,,
57383.8,58097.4,58583.8,55583.3,77470.0,-1.22,,,,,,,,,,,,,,,,,,,
54158.3,57379.3,58379.9,53784.2,95530.0,-5.62,,,,,,,,,,,,,,,,,,,
54452.5,54117.5,55813.8,52992.3,84840.0,0.54,,,,,,,,,,,,,,,,,,,
52325.4,54309.1,57169.4,51725.4,137910.0,-3.91,2021-03-24,25.8910071849823,161.0,0.0,743.0,149.0,52325.4,54309.1,57169.4,51725.4,137910.0,-3.91,54062.380000000005,56315.87000000001,57357.19499999999,102828.0,94773.0,84172.5,
51322.3,52330.0,53175.4,50441.3,143350.0,-1.92,2021-03-25,22.1225575208664,158.0,116.84595707999992,852.0,212.0,51322.3,52330.0,53175.4,50441.3,143350.0,-1.92,55120.54,56789.31999999999,57917.97000000001,96828.0,87856.0,83605.0,
55036.1,51317.4,55074.1,51302.0,100300.0,7.24,2021-03-26,22.176003217697144,192.0,12.03752481000015,1023.0,184.0,55036.1,51317.4,55074.1,51302.0,100300.0,7.24,56610.34,57477.08,58500.875,85400.0,79242.0,82959.0,
55862.9,55033.8,56531.1,54010.2,73870.0,1.5,,,,,,,,,,,,,,,,,,,
55765.2,55856.9,56504.2,54711.3,58710.0,-0.17,,,,,,,,,,,,,,,,,,,
57616.2,55764.7,58392.6,54951.1,107910.0,3.32,,,,,,,,,,,,,,,,,,,57616.2
58771.3,57614.6,59366.9,57077.1,86210.0,2.0,,,,,,,,,,,,,,,,,,,
58763.7,58771.4,59795.6,56991.6,98060.0,-0.01,,,,,,,,,,,,,,,,,,,
58718.3,58763.2,59406.5,58040.7,69040.0,-0.08,,,,,,,,,,,,,,,,,,,
58977.3,58718.2,60134.9,58466.5,72370.0,0.44,,,,,,,,,,,,,,,,,,,
57059.9,58976.8,59770.5,56906.7,68740.0,-3.25,,,,,,,,,,,,,,,,,,,
58199.9,57059.7,58464.8,56470.6,57210.0,2.0,,,,,,,,,,,,,,,,,,,
58993.4,58202.3,59205.1,56842.7,54130.0,1.36,,,,,,,,,,,,,,,,,,,
57996.3,59169.0,59487.0,57403.3,77150.0,-1.69,,,,,,,,,,,,,,,,,,,
55948.7,57996.3,58627.7,55489.3,110690.0,-3.53,,,,,,,,,,,,,,,,,,,
58077.4,55948.0,58136.7,55721.6,64780.0,3.8,,,,,,,,,,,,,,,,,,,
58118.7,58076.8,58890.9,57686.0,59220.0,0.07,,,,,,,,,,,,,,,,,,,
59748.4,58127.4,61229.0,57900.0,103720.0,2.8,,,,,,,,,,,,,,,,,,,
59978.7,59772.4,60667.1,59250.3,58200.0,0.39,,,,,,,,,,,,,,,,,,,
59863.8,59982.1,61259.9,59569.2,81880.0,-0.19,,,,,,,,,,,,,,,,,,,
63540.9,59863.6,63659.0,59839.4,126560.0,6.14,,,,,,,,,,,,,,,,,,,63540.9
62980.4,63544.2,64778.0,61366.3,130430.0,-0.88,,,,,,,,,,,,,,,,,,,
63216.0,62978.6,63729.1,62067.5,76970.0,0.37,,,,,,,,,,,,,,,,,,,
61379.7,63211.6,63518.5,60027.3,136850.0,-2.9,,,,,,,,,,,,,,,,,,,
60041.9,61358.3,62509.1,59672.1,84080.0,-2.18,,,,,,,,,,,,,,,,,,,
56207.1,60043.2,60362.1,51817.6,216810.0,-6.39,,,,,,,,,,,,,,,,,,,
